Original,Detected language,Detected language score,Translation,PostID
"Have a great adventure with your family  Mukul! ⛰🌲💕

#MicrosoftLife",en,1.0,"Have a great adventure with your family  Mukul! ⛰🌲💕

#MicrosoftLife",10159582603116413
👻 Who can name all three of these spooktactular Microsoft campuses? 🌑,en,1.0,👻 Who can name all three of these spooktactular Microsoft campuses? 🌑,10159570456371413
"“I’m no stranger to the challenges of mental health  as I’ve struggled with them since high school. And when I took a new job in a city on the other side of the country  I was hesitant to bring my full self to work. However  the four years I’ve spent at Microsoft have surprised me in the best way possible.

Soon after joining Microsoft  I witnessed a senior leader talk openly about mental health and his son’s ongoing battle with anxiety. Seeing such honest discussion modeled from the top down was both comforting and inspiring.

Hearing others speak openly about their mental health struggles inspired me to speak about my own—something I would not have felt comfortable doing at previous jobs. Authentic and vulnerable dialogue helps chip away at the taboo surrounding mental health and shows employees that their wellbeing matters.

Also  Microsoft’s benefits have greatly supported my journey with mental health. Exercise is a key part of managing my mental health  and Microsoft’s Perks+ program made staying active easy—even during a global pandemic (hello  home workout equipment!). Beyond that  things like health coverage for therapy sessions and resources for helping employees start their own families can really take some of the strain out of caring for yourself. It feels like there’s support for everyone here  and I’m grateful to be a part of that.

Now that I’ve shared my story  I’m looking into employee resource groups to help connect others with essential mental health support as well. Even though there’s still plenty of work to be done  it’s liberating to know I’m part of an organization that’s willing to both listen and help me out along the way.”

—Emily B.  communications manager  Seattle  WA  US
#PeopleOfMicrosoft",en,1.0,"“I’m no stranger to the challenges of mental health  as I’ve struggled with them since high school. And when I took a new job in a city on the other side of the country  I was hesitant to bring my full self to work. However  the four years I’ve spent at Microsoft have surprised me in the best way possible.

Soon after joining Microsoft  I witnessed a senior leader talk openly about mental health and his son’s ongoing battle with anxiety. Seeing such honest discussion modeled from the top down was both comforting and inspiring.

Hearing others speak openly about their mental health struggles inspired me to speak about my own—something I would not have felt comfortable doing at previous jobs. Authentic and vulnerable dialogue helps chip away at the taboo surrounding mental health and shows employees that their wellbeing matters.

Also  Microsoft’s benefits have greatly supported my journey with mental health. Exercise is a key part of managing my mental health  and Microsoft’s Perks+ program made staying active easy—even during a global pandemic (hello  home workout equipment!). Beyond that  things like health coverage for therapy sessions and resources for helping employees start their own families can really take some of the strain out of caring for yourself. It feels like there’s support for everyone here  and I’m grateful to be a part of that.

Now that I’ve shared my story  I’m looking into employee resource groups to help connect others with essential mental health support as well. Even though there’s still plenty of work to be done  it’s liberating to know I’m part of an organization that’s willing to both listen and help me out along the way.”

—Emily B.  communications manager  Seattle  WA  US
#PeopleOfMicrosoft",10159561944296413
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
Ancient Olympia: Common Grounds  a collaboration between Microsoft and the Hellenic Ministry of Culture and Sports  is a groundbreaking project that brings the site of Olympia in Ancient Greece to life as it stood over 2 000 years ago. The experience  built using Microsoft AI  digitally preserves the heritage of Ancient Olympia for generations to come. #MicrosoftAi #MinCultureGr https://msft.it/6002kV34r,en,1.0,Ancient Olympia: Common Grounds  a collaboration between Microsoft and the Hellenic Ministry of Culture and Sports  is a groundbreaking project that brings the site of Olympia in Ancient Greece to life as it stood over 2 000 years ago. The experience  built using Microsoft AI  digitally preserves the heritage of Ancient Olympia for generations to come. #MicrosoftAi #MinCultureGr https://msft.it/6002kV34r,10158769325073721
This Hispanic Heritage Month we celebrate the contributions  legacies  and achievements of the community  and shine light on the voices that bridge a rich and proud history with a vibrant and dynamic future. https://msft.it/6003XroVB,en,1.0,This Hispanic Heritage Month we celebrate the contributions  legacies  and achievements of the community  and shine light on the voices that bridge a rich and proud history with a vibrant and dynamic future. https://msft.it/6003XroVB,10158678471638721
Step inside the Cloud9 LCS team house for a 360-degree look into how players like Perkz and Fudge live  work  and train. https://msft.it/6009nmzeV,en,1.0,Step inside the Cloud9 LCS team house for a 360-degree look into how players like Perkz and Fudge live  work  and train. https://msft.it/6009nmzeV,10158598571908721
"We're preparing for a post-pandemic world where every student can be more successful and develop the skills they need for the future.

Here's how: https://msft.it/6005nibUX",en,1.0,"We're preparing for a post-pandemic world where every student can be more successful and develop the skills they need for the future.

Here's how: https://msft.it/6005nibUX",10158587388078721
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,en,1.0,What if you could use #AI to solve some of the biggest challenges formed by natural disasters? What would you do? When he realized infrastructure improvement could be a key component to defend against disasters  he knew that AI technology could help. Meet Anshu Sharma in the newest #HumansandAI episode and learn how he uses #MicrosoftAI to help communities prepare for natural disasters http://msft.it/6186khClM #AIForGood,10158815887808721
Ancient Olympia: Common Grounds  a collaboration between Microsoft and the Hellenic Ministry of Culture and Sports  is a groundbreaking project that brings the site of Olympia in Ancient Greece to life as it stood over 2 000 years ago. The experience  built using Microsoft AI  digitally preserves the heritage of Ancient Olympia for generations to come. #MicrosoftAi #MinCultureGr https://msft.it/6002kV34r,en,1.0,Ancient Olympia: Common Grounds  a collaboration between Microsoft and the Hellenic Ministry of Culture and Sports  is a groundbreaking project that brings the site of Olympia in Ancient Greece to life as it stood over 2 000 years ago. The experience  built using Microsoft AI  digitally preserves the heritage of Ancient Olympia for generations to come. #MicrosoftAi #MinCultureGr https://msft.it/6002kV34r,10158769325073721
This Hispanic Heritage Month we celebrate the contributions  legacies  and achievements of the community  and shine light on the voices that bridge a rich and proud history with a vibrant and dynamic future. https://msft.it/6003XroVB,en,1.0,This Hispanic Heritage Month we celebrate the contributions  legacies  and achievements of the community  and shine light on the voices that bridge a rich and proud history with a vibrant and dynamic future. https://msft.it/6003XroVB,10158678471638721
Step inside the Cloud9 LCS team house for a 360-degree look into how players like Perkz and Fudge live  work  and train. https://msft.it/6009nmzeV,en,1.0,Step inside the Cloud9 LCS team house for a 360-degree look into how players like Perkz and Fudge live  work  and train. https://msft.it/6009nmzeV,10158598571908721
"We're preparing for a post-pandemic world where every student can be more successful and develop the skills they need for the future.

Here's how: https://msft.it/6005nibUX",en,1.0,"We're preparing for a post-pandemic world where every student can be more successful and develop the skills they need for the future.

Here's how: https://msft.it/6005nibUX",10158587388078721
"When the world couldn’t go to Tokyo  people were able to see and experience the city through Microsoft Teams.

Learn More: https://msft.it/6041n5M8z",en,1.0,"When the world couldn’t go to Tokyo  people were able to see and experience the city through Microsoft Teams.

Learn More: https://msft.it/6041n5M8z",10158581059193721
"In Space Jam: A New Legacy  LeBron James learns that saving the day is as much about knowing the code as it is knowing the court. We’re teaming up with Warner Bros. Pictures to help students learn the tech skills they need to take on challenges and build their own legacies. Check it out: https://msft.it/6188nO446

Don't forget to see SPACE JAM: A NEW LEGACY in theaters and on HBO Max* July 16. #SpaceJamMovie
*Only available on the Ad-Free plan  streaming in the US only for 31 days from its theatrical release.",en,1.0,"In Space Jam: A New Legacy  LeBron James learns that saving the day is as much about knowing the code as it is knowing the court. We’re teaming up with Warner Bros. Pictures to help students learn the tech skills they need to take on challenges and build their own legacies. Check it out: https://msft.it/6188nO446

Don't forget to see SPACE JAM: A NEW LEGACY in theaters and on HBO Max* July 16. #SpaceJamMovie
*Only available on the Ad-Free plan  streaming in the US only for 31 days from its theatrical release.",10158540990593721
"The Loom School in Decatur  Georgia  is empowering all students to find success.

Check out how they use Microsoft tools and resources to support accessibility in the classroom: https://msft.it/6002nEWfp",en,1.0,"The Loom School in Decatur  Georgia  is empowering all students to find success.

Check out how they use Microsoft tools and resources to support accessibility in the classroom: https://msft.it/6002nEWfp",10158513595063721
"School may be out of session  but that doesn't mean the learning has to end.

Featuring Space Jam  Minecraft  and more  these free resources keep students engaged: https://msft.it/6004VAXVn",en,1.0,"School may be out of session  but that doesn't mean the learning has to end.

Featuring Space Jam  Minecraft  and more  these free resources keep students engaged: https://msft.it/6004VAXVn",10158488256573721
"Innovate. Blaze trails. Lead.

Here’s to the game changers that are making it happen. Learn more at https://msft.it/6005VApNl.

Audio Description: https://msft.it/6189VAVPH",en,1.0,"Innovate. Blaze trails. Lead.

Here’s to the game changers that are making it happen. Learn more at https://msft.it/6005VApNl.

Audio Description: https://msft.it/6189VAVPH",10158487689873721
"One small act can make a big difference. Learn how Coco Gauff is using technology to support Achievement Centers for Children & Families in her local community. https://msft.it/6001V21yd

Audio description: https://msft.it/6185V2Ad7",en,1.0,"One small act can make a big difference. Learn how Coco Gauff is using technology to support Achievement Centers for Children & Families in her local community. https://msft.it/6001V21yd

Audio description: https://msft.it/6185V2Ad7",10158476920748721
Fast Company’s World Changing Ideas is focused on social good  seeking to elevate finished products and brave concepts that make the world better. We’re honored to be included on this list. #FCWorldChangingIdeas https://msft.it/6006Vmh9A,en,1.0,Fast Company’s World Changing Ideas is focused on social good  seeking to elevate finished products and brave concepts that make the world better. We’re honored to be included on this list. #FCWorldChangingIdeas https://msft.it/6006Vmh9A,10158423456398721
"Know what your cookies are made of. 🍪

Here's your guide to managing cookies while surfing the web: https://msft.it/6186VYgc4",en,1.0,"Know what your cookies are made of. 🍪

Here's your guide to managing cookies while surfing the web: https://msft.it/6186VYgc4",10158412839603721
For the first time ever  take a 3D tour through a Microsoft datacenter: https://msft.it/6186V5HBs,en,1.0,For the first time ever  take a 3D tour through a Microsoft datacenter: https://msft.it/6186V5HBs,10158393522728721
"Research conducted by McKinsey & Company found that students will be better prepared for future challenges if they have strong social-emotional skills.

Check out how features in Microsoft Teams for Education are designed to help: https://msft.it/6183Vb7Gc",en,1.0,"Research conducted by McKinsey & Company found that students will be better prepared for future challenges if they have strong social-emotional skills.

Check out how features in Microsoft Teams for Education are designed to help: https://msft.it/6183Vb7Gc",10158381448418721
"Tuuuune Squad 🎯

We've joined forces with LeBron James and Space Jam: A New Legacy to create learn-to-code lessons for all ages.

https://msft.it/6188VnZTo",en,1.0,"Tuuuune Squad 🎯

We've joined forces with LeBron James and Space Jam: A New Legacy to create learn-to-code lessons for all ages.

https://msft.it/6188VnZTo",10158360769463721
Microsoft was founded on April 4  1975. We're celebrating our 46 years in style. 🎉,en,1.0,Microsoft was founded on April 4  1975. We're celebrating our 46 years in style. 🎉,10158358024258721
"Keep students focused on learning with new Microsoft Teams features  from Dynamic view to disabling video and more.

Check them out: https://msft.it/6189VpLi3",en,1.0,"Keep students focused on learning with new Microsoft Teams features  from Dynamic view to disabling video and more.

Check them out: https://msft.it/6189VpLi3",10158351928073721
Proudly partnering with Burton to design custom gear that empowers all riders to pursue their passion. https://msft.it/6003VuZ6V,en,1.0,Proudly partnering with Burton to design custom gear that empowers all riders to pursue their passion. https://msft.it/6003VuZ6V,10158335132838721
"“All teaching is relationship-based  and we needed a way to maintain those strong face-to-face relationships between students and staff "" says Andy Parker  IT Director at St Cuthbert’s.

Learn how the school embraced technology and Microsoft Teams to keep relationships connected during the pandemic: https://msft.it/6189VOsef",en,1.0,"“All teaching is relationship-based  and we needed a way to maintain those strong face-to-face relationships between students and staff "" says Andy Parker  IT Director at St Cuthbert’s.

Learn how the school embraced technology and Microsoft Teams to keep relationships connected during the pandemic: https://msft.it/6189VOsef",10158329440253721
"It's been an unusual time for education  but extraordinary teachers are using technology to help school feel as ""normal"" as possible.

Check out how: https://msft.it/6181VHDrD",en,1.0,"It's been an unusual time for education  but extraordinary teachers are using technology to help school feel as ""normal"" as possible.

Check out how: https://msft.it/6181VHDrD",10158295490863721
When women achieve more  we all achieve more. This International Women’s Day  we’re sharing the stories of women who are shaping society for the greater good. When it’s her  it’s us. #InternationalWomensDay https://msft.it/6000VGGjr,en,1.0,When women achieve more  we all achieve more. This International Women’s Day  we’re sharing the stories of women who are shaping society for the greater good. When it’s her  it’s us. #InternationalWomensDay https://msft.it/6000VGGjr,10158292658423721
"No matter the learning environment  Microsoft Teams has new features to make the digital classroom even more interactive.

Check out what's new: https://msft.it/6180VENSm",en,1.0,"No matter the learning environment  Microsoft Teams has new features to make the digital classroom even more interactive.

Check out what's new: https://msft.it/6180VENSm",10158286753918721
"Jackie Robinson was a powerful force of positive change  altering the landscape of sports and the world forever.

Learn more about MLB The Show 21: Collector’s Editions: https://msft.it/6004VEMpI",en,1.0,"Jackie Robinson was a powerful force of positive change  altering the landscape of sports and the world forever.

Learn more about MLB The Show 21: Collector’s Editions: https://msft.it/6004VEMpI",10158284221728721
"Announced today  Microsoft Mesh enables presence and shared experiences – from anywhere – through mixed reality. Mesh brings digital intelligence to the real world.

Learn more: https://msft.it/6182V8tYK",en,1.0,"Announced today  Microsoft Mesh enables presence and shared experiences – from anywhere – through mixed reality. Mesh brings digital intelligence to the real world.

Learn more: https://msft.it/6182V8tYK",10158279384303721
"Right now  there’s someone creating new opportunities in your local community.
There’s someone using new technologies to reshape societies around the globe.
There’s someone innovating new ways for more and different voices to be heard  everywhere.

It’s her.

#WomensHistoryMonth
https://msft.it/6188V8VwM",en,1.0,"Right now  there’s someone creating new opportunities in your local community.
There’s someone using new technologies to reshape societies around the globe.
There’s someone innovating new ways for more and different voices to be heard  everywhere.

It’s her.

#WomensHistoryMonth
https://msft.it/6188V8VwM",10158277570783721
"The MirrorHR app has a mission of helping families cope with the daily hardships brought on by epilepsy.

Check out how this Hackathon project is gaining support through a residency in the Microsoft Garage: https://msft.it/6187V6c4U",en,0.97,"The MirrorHR app has a mission of helping families cope with the daily hardships brought on by epilepsy.

Check out how this Hackathon project is gaining support through a residency in the Microsoft Garage: https://msft.it/6187V6c4U",10158266751503721
"Writing fiction isn't easy  but this teacher found that Minecraft can help.

Check out how students' gameplay helps with their brainstorming: https://msft.it/6008phtbA",en,1.0,"Writing fiction isn't easy  but this teacher found that Minecraft can help.

Check out how students' gameplay helps with their brainstorming: https://msft.it/6008phtbA",10158264222838721
"Gamers Outreach is on a mission to build a world where play is accessible in hospitals.

Check out how they partnered with Xbox and Wonder Woman 1984 to bring ""wonder"" to patients: https://msft.it/6000pfj9a",en,1.0,"Gamers Outreach is on a mission to build a world where play is accessible in hospitals.

Check out how they partnered with Xbox and Wonder Woman 1984 to bring ""wonder"" to patients: https://msft.it/6000pfj9a",10158245153193721
"To: You
Cc: Your friends
Subject: Happy Valentine’s Day 💘",en,1.0,"To: You
Cc: Your friends
Subject: Happy Valentine’s Day 💘",10158239454413721
"Internet service provider AirJaldi is helping connect hundreds of thousands of people across India as part of Microsoft’s Airband Initiative.

Learn more about the impact a steady internet signal can have:
https://msft.it/6188pN6cp",en,1.0,"Internet service provider AirJaldi is helping connect hundreds of thousands of people across India as part of Microsoft’s Airband Initiative.

Learn more about the impact a steady internet signal can have:
https://msft.it/6188pN6cp",10158232057348721
"Get the digital skills you need today for the job you want tomorrow.

Learn more about our Global Skills Initiative: https://msft.it/6181pFLeN",en,1.0,"Get the digital skills you need today for the job you want tomorrow.

Learn more about our Global Skills Initiative: https://msft.it/6181pFLeN",10158227791243721
"Give a whole new meaning to family game night by playing video games together.

Here's how to make amazing memories with loved ones: https://msft.it/6189pFP0F",en,1.0,"Give a whole new meaning to family game night by playing video games together.

Here's how to make amazing memories with loved ones: https://msft.it/6189pFP0F",10158225890858721
"Did you set a resolution to be more organized in 2021? We've got you covered.

Whether you’re looking to track your spending better or to keep track of your ideas on the web  check out these tools: https://msft.it/6189pLbLD",en,1.0,"Did you set a resolution to be more organized in 2021? We've got you covered.

Whether you’re looking to track your spending better or to keep track of your ideas on the web  check out these tools: https://msft.it/6189pLbLD",10158215349763721
"Get ready for the deepest and most immersive virtual flight experience in the new simulator to date: Microsoft Flight Simulator is now available on your favorite VR headset for PC.

Fly on: https://msft.it/6004pIio6",en,1.0,"Get ready for the deepest and most immersive virtual flight experience in the new simulator to date: Microsoft Flight Simulator is now available on your favorite VR headset for PC.

Fly on: https://msft.it/6004pIio6",10158212462898721
"India's SUN Mobility is ""charging"" a new path forward for electric vehicles.

Discover how swappable batteries are revolutionizing the sector and urban life: https://msft.it/6185pxxkz",en,1.0,"India's SUN Mobility is ""charging"" a new path forward for electric vehicles.

Discover how swappable batteries are revolutionizing the sector and urban life: https://msft.it/6185pxxkz",10158210264498721
"We’re proud to support these Special Olympics global youth leaders who are channeling their own experiences into projects that help other athletes with intellectual disabilities connect and thrive.

Learn more about their projects at https://www.microsoft.com/inculture/social-good/inclusion/special-olympics-youth-leaders/.",en,1.0,"We’re proud to support these Special Olympics global youth leaders who are channeling their own experiences into projects that help other athletes with intellectual disabilities connect and thrive.

Learn more about their projects at https://www.microsoft.com/inculture/social-good/inclusion/special-olympics-youth-leaders/.",10158207193843721
"Proudly  we amplify the voices of those whose experiences motivated their present actions to build a better future for generations to come. We do this – not just because this is Black History Month but because change is happening  and Black History is now.

Learn more about innovators at Microsoft who are driving change and shaping history today: www.microsoft.com/BlackHistoryMonth",en,1.0,"Proudly  we amplify the voices of those whose experiences motivated their present actions to build a better future for generations to come. We do this – not just because this is Black History Month but because change is happening  and Black History is now.

Learn more about innovators at Microsoft who are driving change and shaping history today: www.microsoft.com/BlackHistoryMonth",10158206858923721
"2020 put us all to the test.

Check out these highlights from Microsoft Education  and the technology that helped us get through the year together: https://msft.it/6001ptmhJ",en,1.0,"2020 put us all to the test.

Check out these highlights from Microsoft Education  and the technology that helped us get through the year together: https://msft.it/6001ptmhJ",10158187017318721
"Jasmine Crowe  CEO of GoodrCo.  is on a mission to reduce food waste and feed millions. Find out how she’s changing the way to approach hunger—through smart technology and community engagement.

Learn more: https://msft.it/6003ptic7",en,1.0,"Jasmine Crowe  CEO of GoodrCo.  is on a mission to reduce food waste and feed millions. Find out how she’s changing the way to approach hunger—through smart technology and community engagement.

Learn more: https://msft.it/6003ptic7",10158185850933721
"“The global Showcase Schools community comes together as a group to tackle challenges  celebrate successes  share learnings and try new solutions in a vibrant online community through Microsoft Teams "" says Anthony Salcito  Vice-President of Education at Microsoft.

Check out how schools in the UK are making the most of technology: https://news.microsoft.com/en-gb/2020/12/02/uk-leads-the-way-on-using-technology-in-schools/?ocid=FY21_soc_omc_br_fb_UK_schools",en,0.98,"“The global Showcase Schools community comes together as a group to tackle challenges  celebrate successes  share learnings and try new solutions in a vibrant online community through Microsoft Teams "" says Anthony Salcito  Vice-President of Education at Microsoft.

Check out how schools in the UK are making the most of technology: https://news.microsoft.com/en-gb/2020/12/02/uk-leads-the-way-on-using-technology-in-schools/?ocid=FY21_soc_omc_br_fb_UK_schools",10158171290498721
"“It’s not just good for us. It’s good for our members and for people who are blind or vision impaired who are looking for work  because we are living proof that it’s doable. I think it has a huge impact more broadly beyond us.”

Discover how Blind Citizens Australia's CEO  Emma Bennison  championed accessible technology to help the organization live its values: https://msft.it/6004pWuUj",en,1.0,"“It’s not just good for us. It’s good for our members and for people who are blind or vision impaired who are looking for work  because we are living proof that it’s doable. I think it has a huge impact more broadly beyond us.”

Discover how Blind Citizens Australia's CEO  Emma Bennison  championed accessible technology to help the organization live its values: https://msft.it/6004pWuUj",10158155173373721
"Navigating the new world of educating is no small feat. That's why we’re continuing to improve the Microsoft Teams for Education experience to make it even better for teachers.

Check out how: https://msft.it/6004pmVhY",en,1.0,"Navigating the new world of educating is no small feat. That's why we’re continuing to improve the Microsoft Teams for Education experience to make it even better for teachers.

Check out how: https://msft.it/6004pmVhY",10158152416088721
"Did you know that 70% of Africans rely solely on agricultural income?

Discover how technology startups are helping equip the next generation of farmers to keep up with demand: https://msft.it/6189plcwF",en,1.0,"Did you know that 70% of Africans rely solely on agricultural income?

Discover how technology startups are helping equip the next generation of farmers to keep up with demand: https://msft.it/6189plcwF",10158149966298721
"From cloud computing to artificial intelligence and data science  we're teaming up with UK universities to provide students with the skills they need to thrive in future technology careers.

Learn more: https://msft.it/6185pYS4P",en,1.0,"From cloud computing to artificial intelligence and data science  we're teaming up with UK universities to provide students with the skills they need to thrive in future technology careers.

Learn more: https://msft.it/6185pYS4P",10158147831553721
"With school back in session  teachers around the world are adapting to new ways of instructing and engaging with students during the pandemic. 🍎

Learn how they're innovating with Microsoft technology: https://msft.it/6187pYSgP",en,1.0,"With school back in session  teachers around the world are adapting to new ways of instructing and engaging with students during the pandemic. 🍎

Learn how they're innovating with Microsoft technology: https://msft.it/6187pYSgP",10158147282728721
"Roughly 7 200 tons of e-waste lands in India’s capital city from across the country and abroad every day.

Learn how grassroots startup Karo Sambhav is taking on the challenge of responsible recycling: https://msft.it/6185pcAwX ♻",en,1.0,"Roughly 7 200 tons of e-waste lands in India’s capital city from across the country and abroad every day.

Learn how grassroots startup Karo Sambhav is taking on the challenge of responsible recycling: https://msft.it/6185pcAwX ♻",10158145380663721
"Want to introduce your students to the ""FUNdamentals"" of computer science and coding?

Look no further: https://msft.it/6189pgR89",en,1.0,"Want to introduce your students to the ""FUNdamentals"" of computer science and coding?

Look no further: https://msft.it/6189pgR89",10158133316993721
Today we celebrate #WorldBrailleDay – Braille is key for achieving equality and social inclusion for millions of people who are blind or have low vision.,en,1.0,Today we celebrate #WorldBrailleDay – Braille is key for achieving equality and social inclusion for millions of people who are blind or have low vision.,10158131037018721
"""Honestly  this has been the best program I have ever taught - the kids were screaming with excitement and their knowledge and research into Indigenous ways of knowing  being and doing was incredible.""

Check out the results of Australia’s first NAIDOC Minecraft Education Challenge: https://msft.it/6181pXzEH",en,1.0,"""Honestly  this has been the best program I have ever taught - the kids were screaming with excitement and their knowledge and research into Indigenous ways of knowing  being and doing was incredible.""

Check out the results of Australia’s first NAIDOC Minecraft Education Challenge: https://msft.it/6181pXzEH",10158105375728721
"Looking for a holiday adventure like Rufus’s? You can now select and fly Rufus and Sam's planes in Flight Simulator!

We’ve also decked out 12 iconic landmarks around the world with festive holiday lights  ready for you to discover: https://msft.it/6184pXJnq",en,1.0,"Looking for a holiday adventure like Rufus’s? You can now select and fly Rufus and Sam's planes in Flight Simulator!

We’ve also decked out 12 iconic landmarks around the world with festive holiday lights  ready for you to discover: https://msft.it/6184pXJnq",10158102549903721
"Remote and hybrid learning brings on a new set of challenges for students  but technology can help them stay productive.

Check out how these students are getting creative: https://msft.it/6007pXJEz",en,1.0,"Remote and hybrid learning brings on a new set of challenges for students  but technology can help them stay productive.

Check out how these students are getting creative: https://msft.it/6007pXJEz",10158100758093721
"The last thing teachers need is more complexity.

Check out how Microsoft 365 can make information tracking more simple: https://msft.it/6008pXyMK",en,1.0,"The last thing teachers need is more complexity.

Check out how Microsoft 365 can make information tracking more simple: https://msft.it/6008pXyMK",10158093719868721
"It’s never been more vital to understand how we can empower employees to prioritize wellbeing—both at work and at home.

Check out these tips for turning struggles into opportunities: https://msft.it/6009pnkX9",en,1.0,"It’s never been more vital to understand how we can empower employees to prioritize wellbeing—both at work and at home.

Check out these tips for turning struggles into opportunities: https://msft.it/6009pnkX9",10158091885658721
"As the holidays approach  managing and maintaining your mental health is as important as ever.

Check out these simple tips to make the most of the season: https://msft.it/6001pVQHb",en,1.0,"As the holidays approach  managing and maintaining your mental health is as important as ever.

Check out these simple tips to make the most of the season: https://msft.it/6001pVQHb",10158089546138721
As the fall semester winds down  here are seven ways to make the most of your students' learning experience with Microsoft Teams: https://msft.it/6005pV8Ml,en,1.0,As the fall semester winds down  here are seven ways to make the most of your students' learning experience with Microsoft Teams: https://msft.it/6005pV8Ml,10158087797078721
"Tuuuune Squad 🎯

We've joined forces with LeBron James and Space Jam A New Legacy to create learn-to-code lessons for all ages.

https://msft.it/6187ppnOS",en,1.0,"Tuuuune Squad 🎯

We've joined forces with LeBron James and Space Jam A New Legacy to create learn-to-code lessons for all ages.

https://msft.it/6187ppnOS",10158085903543721
