Original,Detected language,Detected language score,Translation,CommentID,PostID
You have THE WORST customer support Period. Not a single person to talk to  instead I get the constant run around by awful AI help which is now leaving me unable to recover over $1 000 worth of stuff and crucial information. This is absolutely Appalling. I'm disgusted with this and beyond upset with the situation and your company who have apparently showed 100% how much they genuinely Don't care about the people who give them money.,en,1.0,You have THE WORST customer support Period. Not a single person to talk to  instead I get the constant run around by awful AI help which is now leaving me unable to recover over $1 000 worth of stuff and crucial information. This is absolutely Appalling. I'm disgusted with this and beyond upset with the situation and your company who have apparently showed 100% how much they genuinely Don't care about the people who give them money.,10158729266298721,10158587388078721
I am having issues with Word application. Microsoft Word has erased some of citations within the text and replaced them with “Invalid Source Specified.” How do I retrieve my source that was in that spot? I have called the numbers on the website and none of the website links are helpful. NONE! Please help me. My degree and education is counting on my paper.,en,1.0,I am having issues with Word application. Microsoft Word has erased some of citations within the text and replaced them with “Invalid Source Specified.” How do I retrieve my source that was in that spot? I have called the numbers on the website and none of the website links are helpful. NONE! Please help me. My degree and education is counting on my paper.,10158685811088721,10158587388078721
Too bad your untested over the air updates are breaking computers left and right. No I Will not be upgrading to windows 11. And I will not be giving this company any more of my money. Fix the broken windows 10 updates that have been broken for years now. Don't just sweep it under the rug because your company is too incompetent to run diagnostics before applying forced updates to legacy software.,en,1.0,Too bad your untested over the air updates are breaking computers left and right. No I Will not be upgrading to windows 11. And I will not be giving this company any more of my money. Fix the broken windows 10 updates that have been broken for years now. Don't just sweep it under the rug because your company is too incompetent to run diagnostics before applying forced updates to legacy software.,10158807095093721,10158587388078721
I need to speak to a live person. What is a number that lets me do that?,en,1.0,I need to speak to a live person. What is a number that lets me do that?,10158630262828721,10158587388078721
HAH! Not likely. Being a student and getting the student version of Windows and the Suite  I currently stand as UNLICENSED!! which means my documents are all worthless.,en,1.0,HAH! Not likely. Being a student and getting the student version of Windows and the Suite  I currently stand as UNLICENSED!! which means my documents are all worthless.,10158617097938721,10158587388078721
Horrid customer service they are tooo big  all phone numbers say it’s all online help and online is like a constant loop,en,1.0,Horrid customer service they are tooo big  all phone numbers say it’s all online help and online is like a constant loop,10158705577473721,10158587388078721
Kindly support and donate for the education of 200 orphans streechildren in kenya,en,1.0,Kindly support and donate for the education of 200 orphans streechildren in kenya,10158616094853721,10158587388078721
I’m trying to get in touch with a human to discuss reactivating an account. Why do you guys not provide a phone number that you can speak to someone? I cannot talk to someone through your messaging app. It’s awful. This is unacceptable.,en,1.0,I’m trying to get in touch with a human to discuss reactivating an account. Why do you guys not provide a phone number that you can speak to someone? I cannot talk to someone through your messaging app. It’s awful. This is unacceptable.,10158670615598721,10158587388078721
can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,en,1.0,can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,10158714112093721,10158587388078721
coroner .marauder .Hadassah .ash Irish. dukes toilet Ray,en,1.0,coroner .marauder . Hadassah .ash Irish. dukes toilet Ray,10158587522588721,10158587388078721
WHY CAN’T I access 365 with my NEW PRODUCT KEY. When I use words like Blithering idiots and Nincompoops  you get offended; how do you think I feel when I am writing a letter to an attorney and I cannot access it? 😡😡😡😡😡,en,1.0,WHY CAN’T I access 365 with my NEW PRODUCT KEY. When I use words like Blithering idiots and Nincompoops  you get offended; how do you think I feel when I am writing a letter to an attorney and I cannot access it? 😡😡😡😡😡,10158614787228721,10158587388078721
Forget that equity stuff and tell me how I can get rid of that annoying Stay Signed In popup.,en,1.0,Forget that equity stuff and tell me how I can get rid of that annoying Stay Signed In popup.,10158653748988721,10158587388078721
Your last update destroyed my computer and your customer service is the pits,en,1.0,Your last update destroyed my computer and your customer service is the pits,10158627350958721,10158587388078721
what's funny is you tried to censor me but didn't work I watched today........,en,1.0,what's funny is you tried to censor me but didn't work I watched today........,10158624196558721,10158587388078721
Please FIX the password incorrect issue after updating Windows 10. I've tried every single workaround but still not working. Please Issues a final patch because this is getting really frustrating. I will just have to ditch Microsoft and get a Mac because 2 days have already been wasted.,en,1.0,Please FIX the password incorrect issue after updating Windows 10. I've tried every single workaround but still not working. Please Issues a final patch because this is getting really frustrating. I will just have to ditch Microsoft and get a Mac because 2 days have already been wasted.,10158688911953721,10158587388078721
What a wonderful development!,en,1.0,What a wonderful development!,10158587950043721,10158587388078721
"Why do your links to team calls read longer than the bible? Are you trying to confuse busy people on purpose? Hasn't someone looked at all the links that show up on a calendar for one simple call and said  ""Wow. This is a hot mess.""",en,1.0,"Why do your links to team calls read longer than the bible? Are you trying to confuse busy people on purpose? Hasn't someone looked at all the links that show up on a calendar for one simple call and said  ""Wow. This is a hot mess.""",10158771133333721,10158587388078721
Microsoft is evil.I keep getting charged by them when I never bought anything from them.Then  the number they give doesn't work and refers you to a website. You go on that and can't get a hold of anyone,en,1.0,Microsoft is evil. I keep getting charged by them when I never bought anything from them. Then  the number they give doesn't work and refers you to a website. You go on that and can't get a hold of anyone,10158691887253721,10158587388078721
Microsoft  here is a novel idea  actually put out a product that isn’t flawed. I have a major flaw identified yet no one there seems to care. Funny  you mess up the entire program and don’t care but you claim to help students. That’s the definition of a joke.,en,1.0,Microsoft  here is a novel idea  actually put out a product that isn’t flawed. I have a major flaw identified yet no one there seems to care. Funny  you mess up the entire program and don’t care but you claim to help students. That’s the definition of a joke.,10158807353263721,10158587388078721
Microsoft doesn't even understand what shutdown means,en,1.0,Microsoft doesn't even understand what shutdown means,10158624363528721,10158587388078721
Yeah? How much time do they have to deal with Windows updates? Seriously  im trying to get work done  on a tight schedule. And here comes an update. Again. Plz. Enough with the updates.,en,1.0,Yeah? How much time do they have to deal with Windows updates? Seriously  im trying to get work done  on a tight schedule. And here comes an update. Again. Plz. Enough with the updates.,10158680160518721,10158587388078721
Salmo Dyson,en,1.0,Salmo Dyson,10158727575038721,10158587388078721
Before you load windows 11  read the privacy page. Compare it to windows 10.. You will find that you are giving up a huge huge huge huge huge amount of your privacy!!,en,1.0,Before you load windows 11  read the privacy page. Compare it to windows 10.. You will find that you are giving up a huge huge huge huge huge amount of your privacy!!,10158699749803721,10158587388078721
can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,en,1.0,can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,10158714112653721,10158587388078721
can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,en,1.0,can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,10158714113238721,10158587388078721
can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,en,1.0,can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,10158714113268721,10158587388078721
can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,en,1.0,can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,10158714113433721,10158587388078721
can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,en,1.0,can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,10158714113393721,10158587388078721
can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,en,1.0,can you explain to me why Vivian from your customer support team  who also told me they were a supervisor  tell me that they do not care about my issue and that there is nothing they will do to help me?,10158714113293721,10158587388078721
"Got locked out of my email account FOR NO REASON and after multiple attempts to recover the account and ""verify"" my identity.....nothing.And forget the online chat. No help.What are you doing to help your customers @microsoft???? You're preventing people from accessing important information in their inboxes because you don't have customer service that can help.",en,1.0,"Got locked out of my email account FOR NO REASON and after multiple attempts to recover the account and ""verify"" my identity..... nothing. And forget the online chat. No help. What are you doing to help your customers @microsoft???? You're preventing people from accessing important information in their inboxes because you don't have customer service that can help.",10158696548233721,10158587388078721
nice,en,1.0,nice,10158809465253721,10158587388078721
Microsoft why when I called multiple times to report grown men sexually messaging a 13 year old girl I was told there was nothing that could be done seems very concerning,en,1.0,Microsoft why when I called multiple times to report grown men sexually messaging a 13 year old girl I was told there was nothing that could be done seems very concerning,10158588993338721,10158587388078721
Elite. Non caring. Not working. Not people friendly. Overpaid. Mean. We don't think you are earning your inflated salaries.,en,1.0,Elite. Non caring. Not working. Not people friendly. Overpaid. Mean. We don't think you are earning your inflated salaries.,10158775150258721,10158587388078721
Microsoft scam people    computer right at 2 year old    found out it will not be any good after nov 20 25 because of there scam windows11   window 10 is good   i have hp gamer with Ryzen 5 2400g   are ready update memory and new video card now they want something or no updates   there scam did so good when they force window 10 that there doing window 11   just think how much money they will make off people    it only a update    all computer should last more then 10 years atlest     people put a lot money to try make something good out of it    people need to start standing up   rich have way to much control last few years !! just to know i put 1000 in to it me me sick but now the want me to change out my Ryzen 5 2400g to work with there update and company are still sale computer that will not update to window11     look out for what you buy alot of scam going on..,en,1.0,Microsoft scam people    computer right at 2 year old    found out it will not be any good after nov 20 25 because of there scam windows11   window 10 is good   i have hp gamer with Ryzen 5 2400g   are ready update memory and new video card now they want something or no updates   there scam did so good when they force window 10 that there doing window 11   just think how much money they will make off people    it only a update    all computer should last more then 10 years atlest     people put a lot money to try make something good out of it    people need to start standing up   rich have way to much control last few years !! just to know i put 1000 in to it me me sick but now the want me to change out my Ryzen 5 2400g to work with there update and company are still sale computer that will not update to window11     look out for what you buy alot of scam going on..,10158778690838721,10158587388078721
Don’t update your computer is a good tip for students as it will screw your computer and make it useless. Thanks Microsoft  I will be buying a mac from this point on.,en,1.0,Don’t update your computer is a good tip for students as it will screw your computer and make it useless. Thanks Microsoft  I will be buying a mac from this point on.,10158804674918721,10158587388078721
Call me please,en,1.0,Call me please,10158770913438721,10158587388078721
"Microsoft - How can i get through to an actual person to assist in unlocking a hacked account? There is no ability to contact live support online and my attempts in resolving through your ""articles"" are not successful. Need a real person to assist.",en,1.0,"Microsoft - How can i get through to an actual person to assist in unlocking a hacked account? There is no ability to contact live support online and my attempts in resolving through your ""articles"" are not successful. Need a real person to assist.",10158808145443721,10158587388078721
mesmerizing,en,1.0,mesmerizing,10158754115303721,10158587388078721
My card is getting charged but I don’t have a membership or subscription. I can’t get no help online since I don’t know the account information  can someone please help me resolve this. I’m tired of requesting a refund and my card get charged and I don’t know what for.,en,1.0,My card is getting charged but I don’t have a membership or subscription. I can’t get no help online since I don’t know the account information  can someone please help me resolve this. I’m tired of requesting a refund and my card get charged and I don’t know what for.,10158761465118721,10158587388078721
Hey Microsoft  you blocked me out of my email and I can’t get it  can’t install my internet  I can’t have info from my Amazon account because the email I have on my internet and amazon is the one YOU blocked!! How come this happens?? I can’t access my email because I’ve never sent emails with this account and the only thing you ask basically is that! How can I contact someone and get my account back? This is unacceptable!,en,1.0,Hey Microsoft  you blocked me out of my email and I can’t get it  can’t install my internet  I can’t have info from my Amazon account because the email I have on my internet and amazon is the one YOU blocked!! How come this happens?? I can’t access my email because I’ve never sent emails with this account and the only thing you ask basically is that! How can I contact someone and get my account back? This is unacceptable!,10158740694928721,10158587388078721
My old email address has been deactivated for a while now so when I went to add a new primary email and phone number I got locked out. Now trying to recover my outlook and live account I found no support through telephone and seeing as I no longer have access to my old email I can't get any support ONLINE. HELP I NEED TO ACCESS MY LIVE ACCOUNT!!!,en,1.0,My old email address has been deactivated for a while now so when I went to add a new primary email and phone number I got locked out. Now trying to recover my outlook and live account I found no support through telephone and seeing as I no longer have access to my old email I can't get any support ONLINE. HELP I NEED TO ACCESS MY LIVE ACCOUNT!!!,10158720973638721,10158587388078721
Для будущего нужна земля и рабы хм...рабы запрещены тогда наемные рабочие   но это дорого потому роботы да? Вопрос: смогут ли безработные купить у меня еду? Тогда нужно строить боевых роботов? потому как нищие купить не смогут и нужно будет защищать активы? Исходя из будущей безработицы и низкой покупательной способности я считаю что нужно увиливать военную мощь. Потому что раз у безработных денег нет  то они попадат рано или поздно в тюрмы  что есть бесплатная рабочая сила а их нада охранять  потому будущее это большой конц лагерь и все должны быть под контролем.,ru,0.99,"The future needs land and slaves um... slaves are forbidden then hired workers but it is expensive because robots huh? Question: Will the unemployed be able to buy food from me? Then you need to build combat robots? because beggars will not be able to buy and will need to protect assets? Based on future unemployment and low purchasing power, I believe that military power should be dodged. Because since the unemployed do not have money, they will sooner or later fall into the prisons that there is free labor and they have to protect because the future is a big end of the camp and everyone must be under control.",10158758959998721,10158587388078721
1 не делать привязки к интернету !! 2 не делать привязки аккаунта к телефону !! 3 Возможность пользоваться продукцией OFFLINE !!,ru,0.93,1 Do not bind to the internet!! 2 Do not link your account to your phone!! 3 Opportunity to use OFFLINE products !!,10158758909888721,10158587388078721
gaugegh.com is interested in this service,en,1.0,gaugegh.com is interested in this service,10158783502673721,10158587388078721
they gave me this phone number  actually got me to a person  who also didnt help  good luck 1-800-642-7676,en,1.0,they gave me this phone number  actually got me to a person  who also didnt help  good luck 1-800-642-7676,10158720330968721,10158587388078721
I’m very disappointed that Microsoft did not follow through on its promise to have a level two technician call me today at 1 PM. Your representative last night messed up my computer so much that I no longer have Internet access. How do I reach a live person? Very very disappointed,en,1.0,I’m very disappointed that Microsoft did not follow through on its promise to have a level two technician call me today at 1 PM. Your representative last night messed up my computer so much that I no longer have Internet access. How do I reach a live person? Very very disappointed,10158708114753721,10158587388078721
Hey Microsoft  I just returned a Xbox One X after 12 days. Your exclusive games suck. That was the number one reason I returned it and got my money back. Now I'm using it on PS4  PS5  and Switch games and accessories. I will never buy any product by Microsoft or has any Microsoft properties within it such as Windows. Xbox 360 20GB RROD. Xbox 360 Elite 120GB RROD  Xbox One sold in 6 months  Xbox One sold in 9 months  Xbox One X wouldn't stay on my wifi  Xbox One X failed to work with HDMI video  Xbox One X I returned it because I realized how many Xboxes failed on me before and that you have no exclusives that I like at all. Microsoft  you FAIL!,en,1.0,Hey Microsoft  I just returned a Xbox One X after 12 days. Your exclusive games suck. That was the number one reason I returned it and got my money back. Now I'm using it on PS4  PS5  and Switch games and accessories. I will never buy any product by Microsoft or has any Microsoft properties within it such as Windows. Xbox 360 20GB RROD. Xbox 360 Elite 120GB RROD  Xbox One sold in 6 months  Xbox One sold in 9 months  Xbox One X wouldn't stay on my wifi  Xbox One X failed to work with HDMI video  Xbox One X I returned it because I realized how many Xboxes failed on me before and that you have no exclusives that I like at all. Microsoft  you FAIL!,10158700248378721,10158587388078721
"My account was hacked  my personal info was stolen and after multiple attempts to recover the account and ""verify"" my identity.....nothing.No online chat. No help.What are you doing to help your customers @microsoft???? You're preventing people from accessing important information in their inboxes because you don't have customer service that can help.",en,1.0,"My account was hacked  my personal info was stolen and after multiple attempts to recover the account and ""verify"" my identity..... nothing. No online chat. No help. What are you doing to help your customers @microsoft???? You're preventing people from accessing important information in their inboxes because you don't have customer service that can help.",10158681786478721,10158587388078721
Leak Old windows Lab06 Beta's  u dont care about updates  then why not?,en,1.0,Leak Old windows Lab06 Beta's  u dont care about updates  then why not?,10158663123208721,10158587388078721
"Issue 131788425- you took my hotmail email account away yesterday for ""suspicious activity"" (it was hacked weeks ago) and I want it back. I went through your hoops  set up an outlook email  answered a bunch of stupid questions (I never type in anyone's email address  the system does it for me  and how do I know what credit card I used a year ago to buy a product?). Your (no response) email said it could take up to 24 hours and it's been over 24 hours  I want my email account back. It has all my data and history in it  you had no right to block me out of it in the first place.",en,1.0,"Issue 131788425- you took my hotmail email account away yesterday for ""suspicious activity"" (it was hacked weeks ago) and I want it back. I went through your hoops  set up an outlook email  answered a bunch of stupid questions (I never type in anyone's email address  the system does it for me  and how do I know what credit card I used a year ago to buy a product?). Your (no response) email said it could take up to 24 hours and it's been over 24 hours  I want my email account back. It has all my data and history in it  you had no right to block me out of it in the first place.",10158660880738721,10158587388078721
2 3 5 7 11 13..The answer to this pattern is the answer to foolproof crypto encryption making it globally acceptable. i am selling to anyone interested in buying/finding a buyer.,en,1.0,2 3 5 7 11 13..The answer to this pattern is the answer to foolproof crypto encryption making it globally acceptable. i am selling to anyone interested in buying/finding a buyer.,10158659679528721,10158587388078721
Microsoft is junk  garbage. GARBAGE.,en,1.0,Microsoft is junk  garbage. GARBAGE.,10158658940508721,10158587388078721
Gmail. Gmail. Gmail,en,1.0,Gmail. Gmail. Gmail,10158645776913721,10158587388078721
Why do you show messenger on here if you dont respond to anything!!!!!,en,1.0,Why do you show messenger on here if you dont respond to anything!!!!!,10158645776748721,10158587388078721
👍,en,0.0,👍,10158645207443721,10158587388078721
There is an update  2021-08 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5005033)  Nothing but problems. Fix it. Won't install.,en,1.0,There is an update  2021-08 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB5005033)  Nothing but problems. Fix it. Won't install.,10158634467993721,10158587388078721
Big up,en,1.0,Big up,10158634169783721,10158587388078721
A good read,en,1.0,A good read,10158632217133721,10158587388078721
Look so cool.,en,1.0,Look so cool.,10158629861118721,10158587388078721
U,hr,1.0,In the,10158628297733721,10158587388078721
Kelly Moreno,en,1.0,Kelly Moreno,10158628297633721,10158587388078721
I,en,1.0,I,10158628295058721,10158587388078721
Nice,en,1.0,Nice,10158607774478721,10158587388078721
Goood,en,1.0,Goood,10158607768703721,10158587388078721
Goood,en,1.0,Goood,10158607726643721,10158587388078721
Nice,en,1.0,Nice,10158607689708721,10158587388078721
Nice,en,1.0,Nice,10158607585483721,10158587388078721
Tak pomagacie ludziom,pl,1.0,This is how you help people,1886196431567680,1883106995209957
Zgadzam się że jest motorem napędowym postępu gospodarczo-społecznego  jednak nie jest taka prosta do przeprowadzenia. W Polsce w firmach brakuje często kompetentnych w tym temacie pracowników  a szefostwo czasami nie wie jak to ugryźć itd. Dobrze że powstają takie inicjatywy jak platforma przemysłu przyszłości  gdzie można czerpać wiedzę wprost od ekspertów z branży w zakresie cyfryzacji przemysłu.,pl,1.0,"I agree that it is the driving force behind economic and social progress, but it is not so easy to carry out. In Poland, companies often lack competent employees in this subject and the management sometimes does not know how to bite it, etc. It is good that initiatives such as the industry platform of the future are being created, where you can draw knowledge directly from industry experts in the field of digitization of industry.",1886620114858645,1883106995209957
Na chmurę przystanek nie potrzebny,pl,1.0,No stop needed for the cloud,1882711781916145,1882395381947785
The company that literally creates virtual meeting technology and has used the pandemic to market it  is refusing to provide a virtual option for the annual Collaboration Conference in December (while the country is STILL in the middle of a pandemic) All of their marketing says it is IN PERSON only. Meanwhile Microsoft employees work from home and their own visitor center is closed to the public due to covid. Please tell me WHY in-person is mandatory in this day and age.,en,1.0,The company that literally creates virtual meeting technology and has used the pandemic to market it  is refusing to provide a virtual option for the annual Collaboration Conference in December (while the country is STILL in the middle of a pandemic) All of their marketing says it is IN PERSON only. Meanwhile Microsoft employees work from home and their own visitor center is closed to the public due to covid. Please tell me WHY in-person is mandatory in this day and age.,10158756795818721,10158678471638721
We learn something new every day. Some of it is good and others great. If we apply what we learn to make our lives and that of others better we improve the world. .,en,1.0,We learn something new every day. Some of it is good and others great. If we apply what we learn to make our lives and that of others better we improve the world. .,10158679776003721,10158488256573721
Where is it located at in the beginning of achieving this there's a point and destination I'm figuring out all in all great idea,en,1.0,Where is it located at in the beginning of achieving this there's a point and destination I'm figuring out all in all great idea,10158572820018721,10158476920748721
air conditioners with internet to program them from the cell phone with an application and when we get home or office the place is cold and with the temperature that we program with the cell phoneair conditioners with internet to program them from the cell phone with an application and when we get home or office the place is cold and with the temperature that we program with the cell phone,en,1.0,air conditioners with internet to program them from the cell phone with an application and when we get home or office the place is cold and with the temperature that we program with the cell phoneair conditioners with internet to program them from the cell phone with an application and when we get home or office the place is cold and with the temperature that we program with the cell phone,10158462536008721,10158423456398721
I had not finished. Anyhow  I purchased Office 2019 for Windows 10. Downloaded. It will not work. I only use word & excel. When I try to open  I get a big dialogue box on web. Answer if helpful & fill in box why not. Then just struck. Can't go anywhere  takes whole screen. I have to force shutdown the computer as can't close. I am at the point of tears. I can't get any help  I am stuck with product that does not work. If anyone can assist  Please I need help.,en,1.0,I had not finished. Anyhow  I purchased Office 2019 for Windows 10. Downloaded. It will not work. I only use word & excel. When I try to open  I get a big dialogue box on web. Answer if helpful & fill in box why not. Then just struck. Can't go anywhere  takes whole screen. I have to force shutdown the computer as can't close. I am at the point of tears. I can't get any help  I am stuck with product that does not work. If anyone can assist  Please I need help.,10158407356058721,10158393522728721
If this is the real Microsoft please help me get my old Xbox account back,en,1.0,If this is the real Microsoft please help me get my old Xbox account back,10158403217273721,10158393522728721
Microsoft has charged my card almost 200 with 3 days. I have no account with them and have NEVER purchased anything from them. You cant even speak to a human when you call their customer service. I need these charges taken off my account NOW,en,1.0,Microsoft has charged my card almost 200 with 3 days. I have no account with them and have NEVER purchased anything from them. You cant even speak to a human when you call their customer service. I need these charges taken off my account NOW,10158605737508721,10158381448418721
Microsoft Word serious problem. I bought a Dell computer in 2011. I purchased it with Microsoft Office Home and Business 2010  perpetual software. I only use some of the programs. It has been working great all these years. I do a newsletter on it. I have spent most of the last 3 weeks doing working on this and emailing the file to 2 Directors to review and offer suggestions. Yesterday  after all this work  I email what was to be the final review. Word mismashed the document. I clicked the 'saved by Microsoft' copy and spent hours redoing and it glitched several more times. By nightfall I got a message that my Word program was a one year license only and I was past the use date. (don't remember exact wording. I'm afraid to access my Excel files in case I encounter the same screw up. I have purchased another computer with Microsoft Office and am using both. Help!!!,en,1.0,Microsoft Word serious problem. I bought a Dell computer in 2011. I purchased it with Microsoft Office Home and Business 2010  perpetual software. I only use some of the programs. It has been working great all these years. I do a newsletter on it. I have spent most of the last 3 weeks doing working on this and emailing the file to 2 Directors to review and offer suggestions. Yesterday  after all this work  I email what was to be the final review. Word mismashed the document. I clicked the 'saved by Microsoft' copy and spent hours redoing and it glitched several more times. By nightfall I got a message that my Word program was a one year license only and I was past the use date. (don't remember exact wording. I'm afraid to access my Excel files in case I encounter the same screw up. I have purchased another computer with Microsoft Office and am using both. Help!!!,10158398732428721,10158381448418721
WARNING! DO NOT BUY A MICROSOFT SURFACE PRO!!!The battery in my computer is swelling and has destroyed the screen. This is a common problem with these machines and Microsoft knows it. There are countless forum posts and articles written about it. Yet Microsoft won't do anything about it. I called and emailed their customer support 3 times  and each time they said they'd escalate the situation  and they never did. Finally someone got back to me and said that my warranty has expired and my only option is to pay for a replacement! This is BS!An exploding battery is an extreme fire hazard. The CS rep even told me to unplug the device and not use it. This could potentially burn down my house! But they are unwilling to do anything about the defective and dangerous product they sold me. It's beyod ridiculous. DO NOT BUY ONE OF THESE COMPUTERS!!!!,en,1.0,WARNING! DO NOT BUY A MICROSOFT SURFACE PRO!!! The battery in my computer is swelling and has destroyed the screen. This is a common problem with these machines and Microsoft knows it. There are countless forum posts and articles written about it. Yet Microsoft won't do anything about it. I called and emailed their customer support 3 times  and each time they said they'd escalate the situation  and they never did. Finally someone got back to me and said that my warranty has expired and my only option is to pay for a replacement! This is BS! An exploding battery is an extreme fire hazard. The CS rep even told me to unplug the device and not use it. This could potentially burn down my house! But they are unwilling to do anything about the defective and dangerous product they sold me. It's beyod ridiculous. DO NOT BUY ONE OF THESE COMPUTERS!!!!,10158554471003721,10158381448418721
Research conducted by me found that I would be better prepared for future days off if I had a strong Xbox Series X  the one you have been under supplying for 163 days now. Get it together.,en,1.0,Research conducted by me found that I would be better prepared for future days off if I had a strong Xbox Series X  the one you have been under supplying for 163 days now. Get it together.,10158398747123721,10158381448418721
I will never forget learning the basics of BASIC in the late 1970s on an Altair 8800 using a Microsoft BASIC interpreter.,en,1.0,I will never forget learning the basics of BASIC in the late 1970s on an Altair 8800 using a Microsoft BASIC interpreter.,10158358243408721,10158358024258721
Happy anniversary to all the Microsoft employees over there in India trying their hardest to make I mean steal a few dollars or thousands everyday.,en,1.0,Happy anniversary to all the Microsoft employees over there in India trying their hardest to make I mean steal a few dollars or thousands everyday.,10158359370558721,10158358024258721
As a longtime writer  you've made my life so much easier. And thank you for your support of voting rights for all Americans.,en,1.0,As a longtime writer  you've made my life so much easier. And thank you for your support of voting rights for all Americans.,10158359631473721,10158358024258721
Happy anniversary!  i guess it's the time to get a proper graphic designer Microsoft  nope!?,en,1.0,Happy anniversary!  i guess it's the time to get a proper graphic designer Microsoft  nope!?,10158358454648721,10158358024258721
Happy Anniversary. What inspired the name?,en,1.0,Happy Anniversary. What inspired the name?,10158358489268721,10158358024258721
My 8 year old son told me that logo was originally in gray! He’s kind of a Microsoft history guru! Love the color for the anniversary!,en,1.0,My 8 year old son told me that logo was originally in gray! He’s kind of a Microsoft history guru! Love the color for the anniversary!,10158516752358721,10158358024258721
Happy anniversary  context shifting  future inventing!,en,1.0,Happy anniversary  context shifting  future inventing!,10158358401983721,10158358024258721
Happy 46th anniversary.The company has come a long way since its inception by Mr. Gates and his late company partner Paul Allen.,en,1.0,Happy 46th anniversary. The company has come a long way since its inception by Mr. Gates and his late company partner Paul Allen.,10158358692678721,10158358024258721
"Well that's nice  and a sincere ""Congrats!"" to you all. I also see that you are about to release AoE IV somewhere this Fall. What about those among us who still patiently await for the Starlancer remake or a sequel of the equally good quality? 🤔",en,0.98,"Well that's nice  and a sincere ""Congrats!"" to you all. I also see that you are about to release AoE IV somewhere this Fall. What about those among us who still patiently await for the Starlancer remake or a sequel of the equally good quality? 🤔",10158375100333721,10158358024258721
The color  design  and style...Let's go retro into the future! Happy anniversary!,en,1.0,The color  design  and style... Let's go retro into the future! Happy anniversary!,10158360015678721,10158358024258721
Microsoft Teams is the best videoconferencing app!,en,1.0,Microsoft Teams is the best videoconferencing app!,10158582991463721,10158351928073721
Why don't you fix the problem that you created after the latest update that won't allow things to be printed. There's a big rectangle missing in the center. My whole FB group is having trouble with their printers.  The numbered update you put out will not allow it to be installed on my computer. Says this is not applicable.,en,1.0,Why don't you fix the problem that you created after the latest update that won't allow things to be printed. There's a big rectangle missing in the center. My whole FB group is having trouble with their printers.  The numbered update you put out will not allow it to be installed on my computer. Says this is not applicable.,10158355402443721,10158351928073721
I am disappointed with the customer service handling and report that after 1.5 years my Surface Book is experiencing catastrophic system failure and won’t turn on. A 2k computer that had been used a handful of times and sits in a drawer shouldn’t stop working after such a short time. Customer service was supposed to connect me with a Manager and never reached out  my only option given by a customer service associate was to buy a brand new computer or a refurbished one. This is unacceptable to have to spend another thousand dollars after I spent 2k on the first computer. In addition  the customer service associate shamed me for not buying the extended warranty. Is it the customers fault for not predicting your software would fail within the first two years when the computer was barely used? I would like to request to connect with a high level representative to resolve this. I typically buy Apple products and took a chance on Microsoft  only to be scammed.,en,1.0,I am disappointed with the customer service handling and report that after 1.5 years my Surface Book is experiencing catastrophic system failure and won’t turn on. A 2k computer that had been used a handful of times and sits in a drawer shouldn’t stop working after such a short time. Customer service was supposed to connect me with a Manager and never reached out  my only option given by a customer service associate was to buy a brand new computer or a refurbished one. This is unacceptable to have to spend another thousand dollars after I spent 2k on the first computer. In addition  the customer service associate shamed me for not buying the extended warranty. Is it the customers fault for not predicting your software would fail within the first two years when the computer was barely used? I would like to request to connect with a high level representative to resolve this. I typically buy Apple products and took a chance on Microsoft  only to be scammed.,10158353179163721,10158351928073721
